quote,joy,sadness,anger,surprise,dominant,ambiguous,emotion
"Security is mostly a superstition. It does not exist in nature, nor do the children of men as a whole experience it. Avoiding danger is no safer in the long run than outright exposure. Life is either a daring adventure, or nothing.",0,1,0,0,sadness,False,sad
"To those human beings who are of any concern to me I wish suffering, desolation, sickness, ill-treatment, indignities—I wish that they should not remain unfamiliar with profound self-contempt, the torture of self-mistrust, the wretchedness of the vanquished: I have no pity for them, because I wish them the only thing that can prove today whether one is worth anything or not—that one endures.",0,5,1,0,sadness,False,sad
Your inner strength is your outer foundation,0,0,0,0,joy,True,happy
"And if these mountains had eyes, they would wake to find two strangers in their fences, standing in admiration as a breathing red pours its tinge upon earth's shore. These mountains, which have seen untold sunrises, long to thunder praise but stand reverent, silent so that man's weak praise should be given God's attention.",4,0,0,0,joy,False,happy
"Wherever the art of Medicine is loved, there is also a love of Humanity. ",3,1,0,1,joy,False,happy
"The mistake ninety-nine percent of humanity made, as far as Fats could see, was being ashamed of what they were; lying about it, trying to be somebody else.",1,2,1,0,sadness,False,sad
The sky is the limit... for some people aim higher nothing is impossible.,0,1,0,0,sadness,False,sad
"You attract who you are being. When you work at being the type of person that you want to attract, you attract those kinds of people into your life.",0,0,0,0,joy,True,happy
"Everything is determined, the beginning as well as the end, by forces over which we have no control. It is determined for the insect, as well as for the star. Human beings, vegetables, or cosmic dust, we all dance to a mysterious tune, intoned in the distance by an invisible piper.",2,0,0,1,joy,False,happy
It's your life-but only if you make it so.,0,0,0,0,joy,True,happy
"Run when you can, walk if you have to, crawl if you must; just never give up.",0,0,0,0,joy,True,happy
Il n'y a de réalité que dans l'action,0,0,0,0,joy,True,happy
Pac said Thug Life stood for 'The Hate U Give Little Infants Fucks Everybody'.,0,1,2,0,anger,False,angry
"Two wrongs don't make a right, but don't three lefts make a right? Two wrongs don't make a right, but don't two negatives make a positive?",0,0,0,0,joy,True,happy
"According to this law [the law of Dharma], you have a unique talent and a unique way of expressing it. There is something that you can do better than anyone else in the whole world--and for every unique talent and unique expression of that talent, there are also unique needs. When these needs are matched with the creative expression of your talent, that is the spark that creates affluence. Expressing your talents to fulfill needs creates unlimited wealth and abundance.",4,0,0,5,surprise,False,surprise
"All the time you're saying to yourself, 'I could do that, but I won't,' — which is just another way of saying that you can't.",0,0,0,0,joy,True,happy
What hurts us is what heals us,0,0,0,0,joy,True,happy
"Three passions, simple but overwhelmingly strong, have governed my life: the longing for love, the search for knowledge, and unbearable pity for the suffering of mankind. These passions, like great winds, have blown me hither and thither, in a wayward course, over a great ocean of anguish, reaching to the very verge of despair",1,6,2,0,sadness,False,sad
"Although my memory's fading, I remember two things very clearly: I am a great sinner and Christ is a great Savior.",0,1,1,0,sadness,False,sad
Distance can ruin even the best of intentions,0,1,0,0,sadness,False,sad
None of us will ever accomplish anything excellent or commanding except when he listens to this whisper which is heard by him alone.,2,0,0,0,joy,False,happy
At the moment of commitment the entire universe conspires to assist you.,0,0,0,0,joy,True,happy
Success is a lousy teacher. It seduces smart people into thinking they can't lose.,1,1,1,1,joy,True,happy
It is not enough to be industrious; so are the ants. What are you industrious about?,0,0,0,0,joy,True,happy
Believe in yourself and all that you are. Know that there is something inside you that is greater than any obstacle.,0,1,1,0,sadness,False,sad
"Whatsoever a man soweth, that shall he also reap.",0,0,0,0,joy,True,happy
"To progress in life, I don’t focus on how much I have done but on how much I have yet to do.",1,0,0,0,joy,False,happy
Its more fun to think of the future than dwell on the past.,1,0,0,0,joy,False,happy
A tamed woman will never leave her mark in the world.,0,1,0,1,sadness,False,sad
"There are scores of people waiting for someone just like us to come along; people who will appreciate our compassion, our encouragement, who will need our unique talents. Someone who will live a happier life merely because we took the time to share what we had to give.",1,0,0,1,joy,False,happy
When people see some things as beautiful,1,0,0,0,joy,False,happy
"The future was one thing that could never be broken, because it had not yet had the chance to be anything.",0,1,1,1,sadness,True,sad
"Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",0,3,1,0,sadness,False,sad
"If people make fun of you, that probably means you're doing something right.",1,0,0,0,joy,False,happy
"If you have kindness in your heart, you offer acts of kindness to touch the hearts of others wherever you go—whether they are random or planned. Kindness becomes a way of life.",0,0,0,0,joy,True,happy
In the end you can't always choose what to keep. You can only choose how you let it go.,0,0,0,0,joy,True,happy
"Too much sanity may be madness — and maddest of all: to see life as it is, and not as it should be!",0,0,1,0,anger,False,angry
"There isn't time, so brief is life, for bickerings, apologies, heartburnings, callings to account. There is only time for loving, and but an instant, so to speak, for that.",1,0,0,0,joy,False,happy
